id,amount,category,created_at,currency,description,expense_date,status,title
340,120,CONTENT,2026-06-21 08:40:00,USD,Stock Assets,2026-06-21 08:40:00,PAID,Stock Assets
87,559,SALARY,2026-06-21 14:56:00,USD,Developer Salary,2026-06-21 14:56:00,PAID,Developer Salary
214,44,TOOLS,2026-06-21 16:26:00,USD,SaaS Subscription,2026-06-21 16:26:00,PAID,SaaS Subscription
163,146,MARKETING,2026-06-22 08:29:00,USD,Facebook Ads,2026-06-22 08:29:00,PAID,Facebook Ads
288,96,INFRASTRUCTURE,2026-06-22 12:41:00,USD,CDN Costs,2026-06-22 12:41:00,PAID,CDN Costs
119,58,TOOLS,2026-06-22 13:23:00,USD,Analytics Tool,2026-06-22 13:23:00,PAID,Analytics Tool
442,83,INFRASTRUCTURE,2026-06-22 13:29:00,USD,Cloud Hosting,2026-06-22 13:29:00,PAID,Cloud Hosting
144,489,SALARY,2026-06-22 14:24:00,USD,Content Creator Salary,2026-06-22 14:24:00,PAID,Content Creator Salary
449,109,CONTENT,2026-06-23 15:07:00,USD,Stock Assets,2026-06-23 15:07:00,PAID,Stock Assets
390,580,SALARY,2026-06-24 09:07:00,USD,Content Creator Salary,2026-06-24 09:07:00,PAID,Content Creator Salary
167,118,CONTENT,2026-06-24 09:48:00,USD,Freelance Writer,2026-06-24 09:48:00,PAID,Freelance Writer
98,431,SALARY,2026-06-24 12:41:00,USD,Content Creator Salary,2026-06-24 12:41:00,PAID,Content Creator Salary
193,40,TOOLS,2026-06-24 13:02:00,USD,Video Hosting,2026-06-24 13:02:00,PAID,Video Hosting
189,107,MARKETING,2026-06-25 13:25:00,USD,SEO Tools,2026-06-25 13:25:00,PAID,SEO Tools
369,144,MARKETING,2026-06-26 10:19:00,USD,SEO Tools,2026-06-26 10:19:00,PAID,SEO Tools
412,551,SALARY,2026-06-26 11:51:00,USD,QA Salary,2026-06-26 11:51:00,PAID,QA Salary
475,111,CONTENT,2026-06-26 12:03:00,USD,Video Production,2026-06-26 12:03:00,PAID,Video Production
220,64,INFRASTRUCTURE,2026-06-26 14:23:00,USD,Database Hosting,2026-06-26 14:23:00,PAID,Database Hosting
333,87,INFRASTRUCTURE,2026-06-27 16:32:00,USD,AWS Services,2026-06-27 16:32:00,PAID,AWS Services
126,64,SUPPORT,2026-06-27 17:07:00,USD,CRM License,2026-06-27 17:07:00,PAID,CRM License
236,93,CONTENT,2026-06-27 17:22:00,USD,Course Materials,2026-06-27 17:22:00,PAID,Course Materials
423,79,INFRASTRUCTURE,2026-06-28 08:17:00,USD,Database Hosting,2026-06-28 08:17:00,PAID,Database Hosting
190,84,INFRASTRUCTURE,2026-06-28 10:29:00,USD,Cloud Hosting,2026-06-28 10:29:00,PAID,Cloud Hosting
168,516,SALARY,2026-06-28 13:59:00,USD,Content Creator Salary,2026-06-28 13:59:00,PAID,Content Creator Salary
109,93,INFRASTRUCTURE,2026-06-28 16:33:00,USD,Cloud Hosting,2026-06-28 16:33:00,PAID,Cloud Hosting
